object_name,sector,level,service_scale,process_criticality,num_users,num_territories,predicted_financial_damage,recovery_time_hours,critical_processes_count,integrations_count,personal_data_subjects,affected_employees,continuous_operation,uses_automated_control_system,provides_gov_services,life_health_impact,ecological_impact,defense_impact,public_order_impact,transport_impact,communication_impact,sensitive_info,category_level
АСУ ТП передачи #2870,Государственное управление,Региональный,Несколько муниципалитетов,Критическая,419177,2,45673673,4.0,12,17,575417,198,True,False,True,True,False,True,True,True,False,False,3
АСУ ТП мониторинга #2871,Здравоохранение,Региональный,Федеральный округ,Высокая,54981,28,216188585,4.0,8,18,35298,2612,True,False,False,True,False,False,True,False,False,False,3
Сеть обработки #2872,Топливная промышленность,Муниципальный,Несколько муниципалитетов,Низкая,11945,3,335803,24.0,7,9,10341,105,False,True,False,False,True,False,False,False,False,False,1
Сеть обработки #2873,Транспорт,Муниципальный,Один город,Низкая,10863,4,227082,168.0,8,12,12047,2394,False,True,False,True,False,False,True,True,False,False,2
АСУ ТП обработки #2874,Энергетика,Объектовый,Субъект РФ,Высокая,4243,7,400931899,8.0,2,6,3698,388,True,True,False,False,True,False,False,False,False,False,1
Платформа аналитики #2875,Здравоохранение,Федеральный,Несколько муниципалитетов,Высокая,696073,1,4501017,24.0,10,23,588125,2647,True,False,False,True,False,False,False,False,False,False,3
ИС передачи #2876,Транспорт,Региональный,Один город,Средняя,147088,1,14972573,24.0,10,17,124042,503,True,True,False,True,False,False,True,True,False,False,3
АСУ ТП хранения #2877,Наука,Региональный,Федеральный округ,Низкая,169377,23,71005,168.0,12,13,122125,3433,False,False,False,False,False,False,False,False,False,False,1
Сеть мониторинга #2878,Транспорт,Объектовый,Субъект РФ,Средняя,1121,7,3876456,168.0,2,2,519,605,False,True,True,True,False,False,True,True,False,True,2
ИС хранения #2879,Банковская сфера,Региональный,Субъект РФ,Средняя,387305,6,7348511,72.0,12,13,177125,3717,False,False,True,False,False,False,False,False,False,True,2
Портал управления #2880,Топливная промышленность,Муниципальный,Федеральный округ,Средняя,9357,26,16272878,72.0,4,7,11920,86,False,True,False,False,True,False,False,False,False,False,1
Портал передачи #2881,Наука,Региональный,Федеральный округ,Низкая,120572,13,37782,72.0,5,8,97314,3473,False,False,False,False,False,False,True,False,False,False,1
Сервис передачи #2882,Связь,Федеральный,Несколько муниципалитетов,Низкая,664529,1,127177,72.0,14,24,510617,4182,False,False,True,False,False,False,False,False,True,True,2
Портал управления #2883,Банковская сфера,Региональный,Субъект РФ,Средняя,208000,3,3536000,168.0,9,6,63347,735,False,False,False,False,False,False,False,False,True,True,1
АСУ ТП аналитики #2884,Энергетика,Федеральный,Один город,Средняя,525717,2,3223362,168.0,11,15,207127,268,False,True,False,False,True,False,False,False,False,False,2
Сеть обработки #2885,Топливная промышленность,Федеральный,Вся страна,Средняя,178789,75,2453298,48.0,10,17,109545,4248,False,True,False,False,True,False,False,False,False,False,2
Портал хранения #2886,Здравоохранение,Муниципальный,Один город,Высокая,42673,4,69524500,8.0,8,13,24761,429,True,False,False,True,False,False,False,False,False,False,2
Система передачи #2887,Наука,Объектовый,Вся страна,Низкая,1061,63,41991,48.0,3,4,341,1492,False,False,False,False,False,False,False,False,False,False,0
Сервис хранения #2888,Здравоохранение,Региональный,Субъект РФ,Высокая,333209,5,7718344,4.0,10,14,214762,1774,True,False,False,True,False,False,True,False,False,False,3
ИС мониторинга #2889,Транспорт,Муниципальный,Несколько муниципалитетов,Средняя,71700,4,1961408,48.0,8,14,105234,1858,False,True,False,True,False,False,True,True,True,False,2
ИС передачи #2890,Государственное управление,Региональный,Федеральный округ,Высокая,162565,21,7775499,24.0,8,5,219260,2770,True,False,True,False,False,True,True,False,False,True,3
Сервис хранения #2891,Энергетика,Региональный,Федеральный округ,Высокая,167044,27,15004681,24.0,10,20,76223,490,True,True,False,False,True,False,False,False,False,False,2
АСУ ТП аналитики #2892,Топливная промышленность,Муниципальный,Вся страна,Средняя,58959,81,262818,168.0,7,8,50126,952,False,True,False,False,True,False,False,False,False,False,1
АСУ ТП передачи #2893,Транспорт,Региональный,Федеральный округ,Средняя,62012,25,32739972,24.0,10,29,67790,2425,False,True,False,True,False,False,True,True,False,False,3
Система обработки #2894,Государственное управление,Объектовый,Вся страна,Средняя,3075,81,6455287,48.0,2,3,1089,247,False,False,True,False,False,True,True,False,False,True,2
Система мониторинга #2895,Энергетика,Региональный,Несколько муниципалитетов,Средняя,89650,4,6498238,72.0,7,13,70999,837,True,True,False,False,True,False,True,False,False,False,1
Платформа хранения #2896,Здравоохранение,Региональный,Субъект РФ,Средняя,414413,7,9449160,48.0,6,8,518617,1259,False,False,True,True,False,False,False,False,False,True,3
Система обработки #2897,Топливная промышленность,Муниципальный,Субъект РФ,Низкая,13452,5,416398,72.0,8,12,10113,86,False,True,True,False,True,False,False,False,False,True,2
Сервис мониторинга #2898,Связь,Объектовый,Федеральный округ,Высокая,2111,28,121063561,12.0,2,6,2040,422,True,False,False,False,False,False,False,False,True,False,1
Сервис хранения #2899,Транспорт,Объектовый,Вся страна,Средняя,840,56,2195598,24.0,3,1,427,1445,True,True,False,True,False,False,True,True,True,False,2
Сеть обработки #2900,Оборонная промышленность,Федеральный,Федеральный округ,Высокая,346923,22,25613641,12.0,8,15,174129,2303,True,False,False,False,False,True,False,False,False,True,3
Сервис аналитики #2901,Оборонная промышленность,Муниципальный,Один город,Средняя,51834,4,38762313,24.0,5,9,44600,196,False,False,False,False,False,True,False,False,False,True,2
ИС мониторинга #2902,Связь,Региональный,Несколько муниципалитетов,Средняя,172076,1,978314,48.0,14,9,130743,224,True,True,False,False,False,False,False,False,True,False,1
АСУ ТП управления #2903,Топливная промышленность,Объектовый,Несколько муниципалитетов,Критическая,835,3,120920271,0.5,3,6,214,69,True,True,False,True,True,False,False,False,False,False,3
Система мониторинга #2904,Здравоохранение,Федеральный,Один город,Высокая,238065,3,22272180,4.0,13,24,290656,2042,True,False,False,True,False,False,False,False,True,False,3
Система обработки #2905,Наука,Региональный,Несколько муниципалитетов,Средняя,48086,3,948184,72.0,6,17,52074,454,False,False,False,False,False,False,False,False,False,False,1
АСУ ТП передачи #2906,Транспорт,Региональный,Федеральный округ,Низкая,304182,17,641995,24.0,5,19,194095,625,False,True,False,True,False,False,True,True,False,False,3
АСУ ТП управления #2907,Топливная промышленность,Федеральный,Федеральный округ,Высокая,1116648,17,22743995,12.0,10,10,1387722,4980,True,True,False,False,True,False,False,False,True,False,3
Система передачи #2908,Энергетика,Объектовый,Субъект РФ,Низкая,2805,3,207581,72.0,2,2,478,661,False,True,False,False,True,False,False,False,False,False,0
Система аналитики #2909,Энергетика,Региональный,Несколько муниципалитетов,Высокая,110313,4,148191844,8.0,7,5,144152,3886,True,True,False,False,True,False,False,False,False,False,2
ИС хранения #2910,Транспорт,Муниципальный,Один город,Средняя,19387,3,29276896,24.0,6,5,3216,1233,False,True,False,True,False,False,True,True,False,False,2
АСУ ТП мониторинга #2911,Оборонная промышленность,Муниципальный,Федеральный округ,Средняя,58739,12,4154583,48.0,6,9,18007,358,False,False,False,False,False,True,False,False,False,True,2
Сеть управления #2912,Топливная промышленность,Объектовый,Субъект РФ,Высокая,2286,3,7021879,8.0,3,3,270,1225,True,True,False,False,True,False,True,False,False,False,1
Сервис обработки #2913,Энергетика,Региональный,Вся страна,Низкая,23879,73,62237,24.0,11,15,21063,672,False,True,False,False,True,False,True,True,False,False,2
Платформа аналитики #2914,Транспорт,Объектовый,Один город,Низкая,3506,4,10313,24.0,4,5,368,688,False,True,False,True,False,False,True,True,True,False,2
Портал хранения #2915,Оборонная промышленность,Федеральный,Несколько муниципалитетов,Низкая,821944,1,63740,24.0,9,33,647511,6274,False,False,False,False,False,True,False,False,False,True,3
Сеть мониторинга #2916,Наука,Муниципальный,Один город,Средняя,11024,3,4024094,168.0,3,5,1570,160,True,False,False,False,True,False,False,False,False,False,0
АСУ ТП мониторинга #2917,Банковская сфера,Региональный,Федеральный округ,Низкая,166770,21,486016,48.0,7,27,56689,2080,True,True,False,False,False,False,False,False,True,False,2
Сеть передачи #2918,Банковская сфера,Региональный,Несколько муниципалитетов,Средняя,134073,3,765746,72.0,11,12,162826,2045,True,False,False,False,False,False,False,True,False,True,2
Портал аналитики #2919,Транспорт,Региональный,Вся страна,Средняя,262169,84,885685,48.0,17,16,326569,876,False,True,False,True,False,False,True,True,False,False,3
Платформа передачи #2920,Наука,Муниципальный,Один город,Низкая,28040,1,137051,24.0,4,13,27940,1267,False,False,False,False,False,False,False,True,False,False,0
Платформа аналитики #2921,Государственное управление,Региональный,Федеральный округ,Низкая,95921,21,57681,168.0,14,13,60608,2020,True,True,True,False,False,True,True,False,False,False,3
ИС аналитики #2922,Государственное управление,Региональный,Несколько муниципалитетов,Низкая,166000,3,78568,24.0,11,19,136572,217,False,False,True,False,False,False,True,False,False,True,2
Портал обработки #2923,Оборонная промышленность,Региональный,Федеральный округ,Высокая,300707,17,113087556,8.0,9,15,232908,3283,True,False,True,False,False,True,False,False,True,True,3
ИС управления #2924,Топливная промышленность,Региональный,Субъект РФ,Низкая,56832,6,420593,72.0,10,11,63596,3649,True,True,False,False,True,False,False,False,False,False,1
АСУ ТП управления #2925,Топливная промышленность,Муниципальный,Несколько муниципалитетов,Низкая,55937,3,43951,72.0,7,21,14496,158,False,True,False,False,True,False,False,False,False,False,1
Портал хранения #2926,Энергетика,Муниципальный,Вся страна,Средняя,38309,53,2603935,48.0,2,6,50157,1774,False,True,False,False,True,False,True,False,True,False,1
Сервис хранения #2927,Наука,Региональный,Несколько муниципалитетов,Критическая,111607,2,199160329,0.5,12,13,66708,413,True,False,False,False,True,False,True,False,False,False,2
Система мониторинга #2928,Здравоохранение,Муниципальный,Один город,Высокая,9805,1,2079415681,24.0,6,8,12610,617,True,True,False,True,False,False,False,False,False,False,3
Портал хранения #2929,Здравоохранение,Региональный,Федеральный округ,Средняя,132387,15,2100690,48.0,6,13,64731,202,True,False,False,True,False,False,False,False,False,False,2
АСУ ТП мониторинга #2930,Связь,Объектовый,Несколько муниципалитетов,Низкая,604,2,121174,168.0,2,3,759,1205,True,False,False,False,False,False,False,False,True,False,0
Платформа управления #2931,Транспорт,Региональный,Субъект РФ,Средняя,106520,6,735356,168.0,12,13,129531,1331,True,True,False,True,False,False,True,True,True,False,3
Сервис обработки #2932,Банковская сфера,Региональный,Субъект РФ,Средняя,158575,2,17243173,48.0,12,4,87637,2020,True,False,False,False,False,False,False,True,False,True,1
ИС хранения #2933,Связь,Объектовый,Вся страна,Высокая,1785,88,178582694,4.0,3,8,1810,213,True,False,False,False,False,False,True,False,True,False,2
Сервис передачи #2934,Транспорт,Федеральный,Несколько муниципалитетов,Высокая,831933,3,216153250,12.0,11,13,796062,4875,True,True,False,True,False,False,True,True,False,False,3
Система аналитики #2935,Транспорт,Муниципальный,Один город,Критическая,16228,2,14521157,4.0,1,11,4873,365,True,True,False,True,True,False,True,True,False,False,3
Сервис хранения #2936,Связь,Региональный,Субъект РФ,Высокая,56699,9,31161503,4.0,10,12,76714,1302,True,False,False,False,False,False,False,False,True,False,2
Система хранения #2937,Наука,Объектовый,Несколько муниципалитетов,Высокая,1286,2,108536611,4.0,4,4,395,834,True,False,False,False,False,False,False,False,False,False,1
Платформа аналитики #2938,Транспорт,Муниципальный,Федеральный округ,Средняя,49861,13,2396429,168.0,7,12,29235,1055,True,True,True,True,False,False,True,True,False,True,3
АСУ ТП хранения #2939,Наука,Федеральный,Несколько муниципалитетов,Высокая,348622,3,41212800,24.0,6,35,124872,835,True,True,False,False,False,False,True,True,True,False,2
Система передачи #2940,Банковская сфера,Региональный,Несколько муниципалитетов,Низкая,323949,4,83330,72.0,13,14,473071,2333,False,False,False,False,False,False,False,False,False,True,1
ИС управления #2941,Оборонная промышленность,Муниципальный,Один город,Средняя,16113,2,7254135,24.0,5,8,17706,931,False,False,False,False,False,False,False,False,False,True,1
Сервис управления #2942,Связь,Муниципальный,Несколько муниципалитетов,Критическая,10687,2,6070501,2.0,7,4,3334,174,True,False,False,True,False,False,False,False,True,False,2
Сервис хранения #2943,Оборонная промышленность,Федеральный,Один город,Низкая,389201,3,74357,168.0,11,16,155900,827,False,False,True,False,False,True,False,False,False,True,3
Сеть аналитики #2944,Оборонная промышленность,Региональный,Субъект РФ,Средняя,270222,7,2766170,168.0,12,13,199810,2124,False,False,False,False,False,False,False,True,False,True,2
АСУ ТП передачи #2945,Транспорт,Объектовый,Вся страна,Высокая,465,83,1978475,12.0,3,6,353,1462,True,True,False,True,False,False,True,True,False,False,2
Платформа аналитики #2946,Наука,Муниципальный,Субъект РФ,Высокая,34084,5,529772107,24.0,6,17,23183,1646,True,False,False,False,False,False,False,False,False,False,2
ИС обработки #2947,Энергетика,Объектовый,Вся страна,Высокая,3057,83,351616421,4.0,1,8,1111,1518,True,True,False,False,True,False,False,False,False,False,2
Сеть обработки #2948,Связь,Федеральный,Вся страна,Средняя,767795,88,27438458,24.0,17,18,1057909,789,False,False,False,False,False,False,False,False,True,False,2
Платформа хранения #2949,Государственное управление,Региональный,Вся страна,Средняя,268049,56,8327936,48.0,6,15,97516,2003,True,True,True,False,False,False,True,False,False,True,3
Сеть хранения #2950,Энергетика,Муниципальный,Один город,Высокая,6302,2,11614684,4.0,8,14,9056,1328,True,True,False,False,True,False,False,False,False,False,2
АСУ ТП хранения #2951,Наука,Региональный,Один город,Высокая,367136,3,29246050,24.0,8,17,255080,770,True,False,False,False,False,False,False,False,False,False,2
Сеть передачи #2952,Связь,Объектовый,Один город,Средняя,576,1,1261218,24.0,3,6,741,553,False,False,False,False,False,False,False,False,True,False,0
ИС мониторинга #2953,Оборонная промышленность,Муниципальный,Федеральный округ,Критическая,43342,11,216026560,4.0,3,8,6475,1629,True,False,False,False,False,True,True,False,False,True,3
ИС обработки #2954,Топливная промышленность,Объектовый,Один город,Средняя,229,4,7537515,168.0,3,4,247,1464,False,True,False,False,True,False,True,True,False,False,0
Платформа управления #2955,Энергетика,Федеральный,Федеральный округ,Низкая,215757,19,64294,72.0,9,18,319850,2634,False,True,False,False,True,False,False,False,False,False,2
ИС обработки #2956,Оборонная промышленность,Региональный,Федеральный округ,Низкая,130393,20,242634,72.0,13,17,189477,230,False,False,True,False,False,True,False,False,False,True,3
Сеть управления #2957,Транспорт,Муниципальный,Несколько муниципалитетов,Средняя,4957,2,5011758,48.0,4,11,5885,69,True,True,False,True,False,False,True,True,True,False,2
ИС управления #2958,Наука,Муниципальный,Вся страна,Критическая,64473,56,756381164,1.0,7,10,75466,396,True,False,False,True,False,False,False,False,False,False,3
АСУ ТП аналитики #2959,Энергетика,Объектовый,Один город,Средняя,2534,4,1439729,168.0,3,4,2998,1281,True,True,False,False,True,False,False,True,False,False,0
Платформа мониторинга #2960,Наука,Региональный,Федеральный округ,Критическая,176346,29,50544954,2.0,7,13,223766,3132,True,False,True,True,False,False,False,False,False,True,3
Система управления #2961,Государственное управление,Региональный,Вся страна,Высокая,185167,77,120911223,4.0,12,17,214243,1573,True,False,True,False,False,True,True,False,True,True,3
АСУ ТП обработки #2962,Связь,Муниципальный,Вся страна,Средняя,57904,75,3731938,72.0,7,11,78942,254,False,False,False,False,False,False,False,False,True,False,1
Система передачи #2963,Топливная промышленность,Региональный,Субъект РФ,Низкая,116976,7,143201,24.0,7,13,101294,541,True,True,False,False,True,False,False,False,False,False,2
ИС аналитики #2964,Топливная промышленность,Федеральный,Вся страна,Средняя,800530,53,6237042,48.0,5,22,228471,987,False,True,False,False,True,False,True,False,False,False,2
Портал обработки #2965,Банковская сфера,Региональный,Субъект РФ,Высокая,134612,9,182713703,4.0,7,13,171607,4577,True,False,False,False,False,False,False,False,False,True,3
Портал аналитики #2966,Энергетика,Муниципальный,Один город,Высокая,57286,3,479982313,12.0,5,1,20441,1943,True,True,False,False,True,False,False,False,False,False,1
ИС управления #2967,Связь,Региональный,Несколько муниципалитетов,Средняя,390357,3,1103755,168.0,14,20,491557,462,False,False,False,False,False,False,False,True,True,False,1
ИС управления #2968,Топливная промышленность,Объектовый,Субъект РФ,Критическая,594,9,8090031,1.0,3,5,733,87,True,True,False,False,True,False,True,True,False,False,1
АСУ ТП мониторинга #2969,Связь,Объектовый,Вся страна,Средняя,1761,56,14032269,168.0,2,7,1981,682,False,False,False,False,False,False,False,False,True,False,0
Сеть передачи #2970,Связь,Объектовый,Вся страна,Критическая,1428,54,130363289,1.0,2,6,237,934,True,False,False,True,False,False,False,False,True,False,3
Платформа мониторинга #2971,Энергетика,Региональный,Один город,Средняя,46324,2,2858225,168.0,9,22,37228,1397,False,True,False,False,True,False,False,False,False,False,1
Система мониторинга #2972,Связь,Муниципальный,Субъект РФ,Критическая,63953,3,63164783,2.0,4,2,82058,1624,True,False,False,True,False,False,False,False,True,False,2
АСУ ТП мониторинга #2973,Банковская сфера,Объектовый,Несколько муниципалитетов,Низкая,628,2,420774,168.0,3,5,744,97,False,True,False,False,False,False,False,False,True,True,1
Платформа передачи #2974,Связь,Региональный,Несколько муниципалитетов,Средняя,205439,1,51823931,168.0,13,18,294378,2104,False,False,False,False,False,False,False,False,True,False,1
Сеть передачи #2975,Наука,Региональный,Вся страна,Низкая,108353,82,42685,48.0,4,14,76036,2499,True,False,False,False,True,False,False,False,False,False,1
Портал передачи #2976,Здравоохранение,Объектовый,Один город,Высокая,361,1,44549011,24.0,3,5,106,965,True,False,False,True,False,False,False,False,False,False,1
ИС управления #2977,Оборонная промышленность,Объектовый,Вся страна,Средняя,184,87,6448080,72.0,3,4,212,721,True,False,False,False,False,True,False,False,False,True,2
ИС мониторинга #2978,Государственное управление,Региональный,Несколько муниципалитетов,Средняя,193149,1,2454943,72.0,8,6,263036,4512,False,False,True,False,False,True,True,False,False,False,2
Система управления #2979,Банковская сфера,Объектовый,Федеральный округ,Средняя,1553,10,24534768,24.0,4,1,322,512,False,False,False,False,False,False,False,False,True,True,1
Платформа управления #2980,Наука,Объектовый,Федеральный округ,Высокая,1333,13,176829944,4.0,3,5,1535,333,True,False,False,False,False,False,True,False,False,False,2
Сервис обработки #2981,Связь,Региональный,Несколько муниципалитетов,Высокая,453126,4,35082790,4.0,6,11,574079,3553,True,False,False,False,False,False,False,False,True,False,2
ИС передачи #2982,Топливная промышленность,Региональный,Субъект РФ,Низкая,157277,3,135389,72.0,7,17,133040,905,False,True,False,False,True,False,False,False,False,False,1
Сеть аналитики #2983,Государственное управление,Федеральный,Один город,Средняя,911471,4,228247,48.0,18,20,861726,3115,False,False,True,False,True,False,True,False,False,True,2
АСУ ТП хранения #2984,Связь,Муниципальный,Несколько муниципалитетов,Средняя,44579,4,1937184,168.0,6,5,54429,79,False,False,False,False,False,False,True,False,True,False,0
Портал передачи #2985,Энергетика,Объектовый,Вся страна,Низкая,2028,88,211545,72.0,2,5,3032,560,False,True,False,False,True,False,False,False,False,False,1
Портал передачи #2986,Транспорт,Муниципальный,Один город,Средняя,40554,3,2539668,48.0,3,7,52523,880,False,True,False,True,False,False,True,True,False,False,2
АСУ ТП аналитики #2987,Связь,Федеральный,Несколько муниципалитетов,Средняя,239976,4,9789702,168.0,14,25,357826,1707,False,False,False,False,False,False,False,False,True,False,1
Сеть аналитики #2988,Оборонная промышленность,Муниципальный,Несколько муниципалитетов,Высокая,89659,1,583458265,24.0,4,8,103370,65,True,True,False,False,False,True,False,False,False,True,3
АСУ ТП аналитики #2989,Здравоохранение,Региональный,Один город,Низкая,29541,2,574240,48.0,12,16,19656,926,False,False,False,True,False,False,False,False,True,False,2
ИС передачи #2990,Банковская сфера,Региональный,Федеральный округ,Высокая,234562,11,493089486,4.0,11,4,328794,886,True,False,True,False,True,False,False,False,False,True,3
АСУ ТП управления #2991,Здравоохранение,Объектовый,Субъект РФ,Высокая,2786,5,447620875,4.0,4,5,3375,180,True,True,False,True,False,False,True,False,False,False,3
Сеть аналитики #2992,Государственное управление,Муниципальный,Один город,Высокая,6187,4,57241372,12.0,5,2,9014,2548,True,False,True,False,False,True,True,False,False,True,2
Платформа аналитики #2993,Транспорт,Объектовый,Несколько муниципалитетов,Высокая,742,2,58546305,12.0,2,3,991,395,True,True,False,True,False,False,True,True,True,False,2
Портал управления #2994,Государственное управление,Федеральный,Субъект РФ,Высокая,727517,9,18343757,24.0,10,18,897703,5849,True,False,True,False,True,True,True,False,False,True,3
Сеть мониторинга #2995,Связь,Федеральный,Федеральный округ,Средняя,1138920,23,9158214,24.0,7,20,378945,2798,False,True,True,False,False,False,False,False,True,True,3
АСУ ТП обработки #2996,Топливная промышленность,Федеральный,Несколько муниципалитетов,Средняя,1656293,2,10084127,72.0,11,38,577664,800,False,True,False,False,True,False,False,False,False,False,2
Система аналитики #2997,Транспорт,Объектовый,Федеральный округ,Средняя,408,18,2682584,24.0,3,4,575,158,True,True,False,True,False,False,True,True,False,False,2
Сеть аналитики #2998,Энергетика,Объектовый,Один город,Низкая,1967,4,460677,168.0,3,6,829,771,False,True,False,False,True,False,False,False,False,False,0
Портал аналитики #2999,Банковская сфера,Объектовый,Несколько муниципалитетов,Средняя,362,3,19578716,48.0,3,3,354,13,False,False,False,False,False,False,False,False,False,True,0
ИС хранения #3000,Здравоохранение,Объектовый,Вся страна,Средняя,2099,74,4894345,72.0,2,2,634,125,False,False,False,True,True,False,False,False,False,False,1
АСУ ТП мониторинга #3001,Транспорт,Объектовый,Один город,Низкая,478,1,74196,72.0,4,6,258,205,True,True,False,True,False,False,True,True,False,False,2
ИС обработки #3002,Транспорт,Региональный,Федеральный округ,Низкая,111775,22,328763,72.0,7,23,100800,1241,True,True,False,True,False,False,True,True,True,False,3
АСУ ТП управления #3003,Оборонная промышленность,Региональный,Вся страна,Высокая,172999,86,29484544,12.0,4,21,99683,838,True,False,False,False,False,True,False,False,True,True,3
Платформа передачи #3004,Энергетика,Региональный,Федеральный округ,Низкая,249885,15,100367,168.0,5,10,247900,2063,True,True,False,False,True,False,False,False,False,False,1
Платформа мониторинга #3005,Оборонная промышленность,Региональный,Федеральный округ,Высокая,240698,17,66374999,12.0,11,15,318880,772,True,False,False,False,False,False,False,False,False,True,2
Сеть мониторинга #3006,Здравоохранение,Региональный,Несколько муниципалитетов,Низкая,258805,3,11268,24.0,8,13,73752,2691,False,False,False,True,False,False,True,False,False,False,2
Портал управления #3007,Оборонная промышленность,Объектовый,Федеральный округ,Низкая,1355,13,136576,72.0,3,4,259,827,False,False,False,False,False,True,False,True,False,True,1
Портал мониторинга #3008,Топливная промышленность,Федеральный,Вся страна,Высокая,572572,64,195544145,12.0,13,18,71706,513,True,True,True,False,True,False,False,False,False,True,3
Сервис мониторинга #3009,Связь,Объектовый,Федеральный округ,Критическая,1413,13,124762861,2.0,2,4,1116,279,True,True,False,True,False,False,False,False,True,False,3
ИС хранения #3010,Банковская сфера,Муниципальный,Субъект РФ,Средняя,32827,4,9286587,48.0,3,12,12146,826,True,False,False,False,False,False,False,False,True,True,1
Платформа хранения #3011,Здравоохранение,Региональный,Субъект РФ,Критическая,174596,3,155695165,0.5,6,13,28719,1613,True,True,False,True,False,False,False,False,False,False,3
Портал хранения #3012,Связь,Региональный,Федеральный округ,Низкая,277942,29,79237,72.0,5,13,36214,3895,False,False,False,False,False,False,False,False,True,False,1
АСУ ТП обработки #3013,Топливная промышленность,Федеральный,Федеральный округ,Высокая,190629,17,141519301,24.0,13,26,76326,595,True,True,False,False,True,False,False,False,False,False,3
Сеть передачи #3014,Транспорт,Объектовый,Несколько муниципалитетов,Высокая,4031,2,783028820,8.0,2,6,2798,75,True,True,False,True,False,False,True,True,False,False,3
АСУ ТП управления #3015,Наука,Региональный,Субъект РФ,Низкая,90194,3,261882,168.0,8,4,55014,122,True,False,False,False,False,False,False,False,False,False,1
Сеть аналитики #3016,Государственное управление,Муниципальный,Субъект РФ,Средняя,32498,4,9875420,168.0,8,11,27072,342,True,False,True,False,False,True,True,False,False,True,2
Сеть обработки #3017,Наука,Муниципальный,Субъект РФ,Средняя,86218,7,922878,48.0,7,7,94071,369,False,False,False,False,False,False,False,False,False,False,0
Портал мониторинга #3018,Наука,Объектовый,Один город,Высокая,1981,2,12106690,8.0,1,4,2603,771,True,False,False,False,False,False,True,False,False,False,1
АСУ ТП мониторинга #3019,Транспорт,Объектовый,Федеральный округ,Низкая,2982,24,195233,48.0,3,6,3882,73,False,True,False,True,False,False,True,True,False,False,2
Портал хранения #3020,Государственное управление,Региональный,Несколько муниципалитетов,Средняя,134024,3,2020420,48.0,12,9,179039,1838,True,False,True,False,False,True,True,False,False,True,3
Сервис мониторинга #3021,Оборонная промышленность,Федеральный,Субъект РФ,Низкая,457313,5,164315,168.0,6,24,170139,5829,False,True,True,False,False,False,False,False,False,False,2
АСУ ТП управления #3022,Государственное управление,Объектовый,Федеральный округ,Низкая,1233,11,376908,72.0,1,6,557,1255,False,True,True,False,False,True,True,False,False,False,2
Портал хранения #3023,Оборонная промышленность,Региональный,Федеральный округ,Низкая,25265,12,390381,72.0,8,17,17350,2492,False,False,False,False,False,True,False,True,False,True,2
Сеть передачи #3024,Оборонная промышленность,Муниципальный,Субъект РФ,Низкая,75810,7,97751,72.0,3,10,57203,294,False,False,False,False,False,True,False,False,False,True,1
Система управления #3025,Банковская сфера,Муниципальный,Несколько муниципалитетов,Средняя,69197,1,2940527,72.0,7,8,7892,578,False,False,False,False,False,False,False,False,False,True,1
Портал хранения #3026,Государственное управление,Муниципальный,Вся страна,Высокая,35568,52,9086896,4.0,10,12,8732,200,True,True,True,False,False,True,True,False,False,True,3
Сервис обработки #3027,Наука,Региональный,Вся страна,Средняя,406152,53,2417277,168.0,6,18,165201,3097,False,False,True,False,False,False,False,False,False,True,2
Сеть мониторинга #3028,Оборонная промышленность,Объектовый,Вся страна,Высокая,1012,59,134893947,4.0,4,1,543,1350,True,True,False,False,False,True,False,False,False,True,3
Платформа аналитики #3029,Энергетика,Федеральный,Один город,Высокая,878352,2,13252686,4.0,18,22,584793,683,True,True,False,False,True,False,False,True,False,False,3
АСУ ТП передачи #3030,Государственное управление,Объектовый,Субъект РФ,Средняя,1283,9,1438741,72.0,2,3,1133,1342,False,False,True,False,False,False,True,False,False,True,1
ИС обработки #3031,Связь,Региональный,Федеральный округ,Низкая,295038,11,722800,168.0,11,5,390513,266,False,False,False,False,False,False,False,False,True,False,1
Платформа передачи #3032,Энергетика,Муниципальный,Вся страна,Критическая,19603,77,13139851,2.0,5,11,27806,126,True,True,False,True,True,False,True,False,False,False,3
АСУ ТП хранения #3033,Здравоохранение,Объектовый,Федеральный округ,Средняя,2736,23,954788,72.0,3,5,1540,680,False,False,False,True,False,False,False,False,False,False,1
АСУ ТП аналитики #3034,Оборонная промышленность,Муниципальный,Один город,Низкая,8978,1,900436,48.0,5,4,3701,2274,True,False,False,False,False,True,False,True,False,True,1
Портал хранения #3035,Оборонная промышленность,Региональный,Один город,Средняя,138561,2,3090986,168.0,9,16,45880,2121,True,False,False,False,False,True,False,False,False,True,2
ИС обработки #3036,Транспорт,Региональный,Вся страна,Низкая,364198,68,568139,168.0,5,17,347006,3811,False,True,False,True,False,False,True,True,False,False,3
Платформа передачи #3037,Наука,Федеральный,Один город,Средняя,222531,4,3009374,48.0,6,10,273846,1022,False,True,False,False,False,False,True,False,False,False,2
АСУ ТП передачи #3038,Топливная промышленность,Региональный,Субъект РФ,Высокая,217598,8,5200368,8.0,8,17,150800,1249,True,True,False,False,True,False,False,False,False,False,2
Портал обработки #3039,Наука,Региональный,Вся страна,Высокая,92045,64,1490169,4.0,11,8,14877,893,True,False,False,False,True,False,False,False,False,False,2
Сервис аналитики #3040,Здравоохранение,Объектовый,Федеральный округ,Средняя,1617,20,4990428,168.0,2,4,998,284,False,True,False,True,True,False,True,False,False,False,2
